song_id,track_href,genre,song_name
7yZBKFxnmoHLJFhAy2BBlo,https://api.spotify.com/v1/tracks/7yZBKFxnmoHLJFhAy2BBlo,Dark Trap,absolute in doubt
4CHp6dRZTeFAu4bSOxfH7Y,https://api.spotify.com/v1/tracks/4CHp6dRZTeFAu4bSOxfH7Y,Dark Trap,Boss
46eK1kembooWblMi7M7yLM,https://api.spotify.com/v1/tracks/46eK1kembooWblMi7M7yLM,Dark Trap,Look at Me Now
4mx0eNjjZUyOzfY3I4P9HD,https://api.spotify.com/v1/tracks/4mx0eNjjZUyOzfY3I4P9HD,Dark Trap,Bulletproof
6lt8N5nSY1EaiyeDRAIwcW,https://api.spotify.com/v1/tracks/6lt8N5nSY1EaiyeDRAIwcW,Dark Trap,Contraband
3PcrNUFsSYnkJJNE6roBKl,https://api.spotify.com/v1/tracks/3PcrNUFsSYnkJJNE6roBKl,Dark Trap,Deira City Centre
2djY65hifu2a4R2WqcXqKL,https://api.spotify.com/v1/tracks/2djY65hifu2a4R2WqcXqKL,Dark Trap,Kyoto
2KSFen8RLeGFqBQ8Dfx1gU,https://api.spotify.com/v1/tracks/2KSFen8RLeGFqBQ8Dfx1gU,Dark Trap,Pull Out Game
3f9xcqxIGsm85RFjGEG2W9,https://api.spotify.com/v1/tracks/3f9xcqxIGsm85RFjGEG2W9,Dark Trap,Bird Is The Word
7t2eWdGWBTAxaXxaGqq9ts,https://api.spotify.com/v1/tracks/7t2eWdGWBTAxaXxaGqq9ts,Dark Trap,Life Is Short
1hXn4XPjJ40toZWl2bWYZu,https://api.spotify.com/v1/tracks/1hXn4XPjJ40toZWl2bWYZu,Dark Trap,Here We Go Again
4DgImhJ5lY30bQdY6zVsb4,https://api.spotify.com/v1/tracks/4DgImhJ5lY30bQdY6zVsb4,Dark Trap,Bloodshed
4zIMuGSdbGTahvHB7CloVR,https://api.spotify.com/v1/tracks/4zIMuGSdbGTahvHB7CloVR,Dark Trap,Wassup Bro!
1rr9KQgLpdA8gN307EufaA,https://api.spotify.com/v1/tracks/1rr9KQgLpdA8gN307EufaA,Dark Trap,ACT 2 - BirthOfTheSpaceGod
0NeiQDX41fUCbSVkek4qBQ,https://api.spotify.com/v1/tracks/0NeiQDX41fUCbSVkek4qBQ,Dark Trap,Grey Tee
2os38o5E7NoO4B2cx42h5V,https://api.spotify.com/v1/tracks/2os38o5E7NoO4B2cx42h5V,Dark Trap,Sleeping Bag
4rLltALU0JVawcOAA88bnQ,https://api.spotify.com/v1/tracks/4rLltALU0JVawcOAA88bnQ,Dark Trap,Afterlife
0cITCVs87JVapD98fVnj7X,https://api.spotify.com/v1/tracks/0cITCVs87JVapD98fVnj7X,Dark Trap,King Cobra (Drippin')
7Cq27Qc3WRyQ3ddwVslpVZ,https://api.spotify.com/v1/tracks/7Cq27Qc3WRyQ3ddwVslpVZ,Dark Trap,Heart Attack
